Pozo;Ubicación/Calle/Dirección;Asignación;Dias y Hora Servicio
POZO_ZV_19 EBC LOS ALAMOS;Bahía Blanca y Namuncurá, Quilmes;Acude Móvil 22 – Bernal - 1120314941;Todos los dias 24 hs
POZO_ZV_20 EBC LOS Naval;;Acude Móvil 22 – Bernal - 1120314941;Todos los dias 24 hs
POZO_MERLO_ME096 ;Gral. Ocampo casi Tomas Saley, Pontevedra – Merlo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_LLAVALLOL_LO152 ;Gral. Necochea y Luján, Lomas de Zamora;Movil 1 La Lata - 113241-1045;Todos los dias 24 hs
POZO_V. DEL PINO_LMO331 ;Federico Loefler e/N. Huapi y Esteban Fernández ;Movil 19 Virrey del Pino - 115005-4128;Todos los dias 24 hs
POZO_JOSE C. PAZ_JC002;Eduardo Wilde 4565, e/ Fragata Sarmiento y Corbeta Uruguay - José C. Paz (Interior Sitio 112 );Movil 16 San Miguel - 112027-5726;Todos los dias 24 hs
POZO_ZO_17 GABOTO ;Calle Sebastián Gaboto y C. Giambiaggi - Bella Vista - San Miguel;Movil 16 San Miguel - 112027-5726;Todos los dias 24 hs
POZO_EBC ZO-05 9 de Septiembre;Mallorca 1727, Ituzaingó;Movil 15 Moron - 116381-1091;Todos los dias 24 hs
POZO EEU026 ;Juana de Arco 6100 - Esteban Echeverria ;Movil 4 Ezeiza - 113955-6058;Todos los dias 24 hs
POZO FV178;Av. Bosques y C.819 - Zeballos ;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO FV184;Av. Turquia 483 (entre Bruselas y C. 608) - Santa Rosa;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
